bin
160640003364
230640040166
100740005402
230440039501
251140015034
220140027545
130440016948
251140008844
201240028328
101240004904
171240002336
190240033169
161240005993
180340011813
180440026964
121240020088
011140006135
251240037356
031240007715
131040013288
160440006044
230940041978
030440001473
201240020273
220640004643
191240004356
250340015445
190440014615
220840023548
250440028817
230440003779
211040034555
250540034637
230140035369
161040010972
060240031126
211140028415
141040014575
060340006892
240140002563
041040003658
021240004293
210540034907
030440001880
180340014104
140440014243
101040002148
171040036591
240940034789
181140029693
241040018816
240140034105
211040036610
250940006011
211040019343
160840010384
160140021493
221240033754
220340001797
241240034499
241140019194
210940033725
240940010098
240940005993
240940005537
240740021165
231140019519
240540027008
220640028224
240340018933
240340014762
240240033973
210140030771
211040005393
220740013963
201040000995
141140011029
260140004068
211140018656
240340007195
240640023227
190640016996
150640006199
021240007119
170140006124
130440013884
010840001048
130740006317
160440032737
180540028647
210240041106
221040012388
201240010800
220940036692
191240007519
201040022758
160140012850
211040019185
170840029931
190540026167
